Relatório;;;;;;
Arquivo criado em:2024-02-23 17:33:56;;;;;;
;;;;;;
Informação de dispositivo;;;;;;
Modelo do dispositivo;RC-51H;;Tipo de Sensor;Temperatura & Umidade(Interna);;
Número de série;EL2205000383;;Versão do firmware;V2,2;;
Número da Viagem;;;;;;
Número da Viagem;0000001;;;;;
Número da Viagem;Qualificacao Termica.                                                                              ;;;;;
Config. informação;;;;;;
Modo Iniciar;Início cronometrado;;Intervalo de registro;0:1:0;;
Atraso de início;0H0M;;Repita o início;Habilitar;;
Fuso horário;UTC -03:00;;Modo de parada;Botão + Software;;
Luz;Desabilitar;;O intervalo é encurtado após o limite ser excedido;Desabilitar;;
Mark Time;;;;;;
N/A;;;;;;
;;;;;;
Limiar de Alarme;Atraso de alarme;Duração acima do limite;Tempos acima do limite;Status de Alarme;;
H3:;;;;;;
H2:;;;;;;
H1:30,0°C;0D 0H 0M 0S;3D 8H 24M 0S;22;Alarme;;
Zona Ideal;Ilimitado;0D 0H 0M 0S;;;;
L1:15,0°C;0D 0H 0M 0S;0D 0H 0M 0S;0;Normal;;
L2:;;;;;;
Acima:;;;;;;
Zona Ideal;Ilimitado;;;;;
Abaixo:;;;;;;
Resumo;;;;;;
3127;2024-02-17 22:06:00;30,1;76,9;;;
3128;2024-02-17 22:07:00;30,1;77;;;
3129;2024-02-17 22:08:00;30,1;77;;;
3130;2024-02-17 22:09:00;30,1;77;;;
3131;2024-02-17 22:10:00;30,1;76,9;;;
3132;2024-02-17 22:11:00;30,1;76,9;;;
3133;2024-02-17 22:12:00;30,1;77;;;
3134;2024-02-17 22:13:00;30,1;76,9;;;
3135;2024-02-17 22:14:00;30,1;76,9;;;
3136;2024-02-17 22:15:00;30,1;77;;;
3137;2024-02-17 22:16:00;30,1;77;;;
3138;2024-02-17 22:17:00;30,1;77;;;
3139;2024-02-17 22:18:00;30,1;77;;;
3140;2024-02-17 22:19:00;30,1;77;;;
3141;2024-02-17 22:20:00;30,1;77,1;;;
3142;2024-02-17 22:21:00;30,1;77,1;;;
3143;2024-02-17 22:22:00;30,1;77,1;;;
3144;2024-02-17 22:23:00;30,1;77,1;;;
3145;2024-02-17 22:24:00;30,1;77,1;;;
3146;2024-02-17 22:25:00;30,1;77,2;;;
3147;2024-02-17 22:26:00;30,1;77,1;;;
3148;2024-02-17 22:27:00;30,1;77,1;;;
3149;2024-02-17 22:28:00;30,1;77,2;;;
3150;2024-02-17 22:29:00;30,1;77,2;;;
3151;2024-02-17 22:30:00;30,1;77,2;;;
3152;2024-02-17 22:31:00;30,1;77,2;;;
3153;2024-02-17 22:32:00;30,1;77,2;;;
3154;2024-02-17 22:33:00;30,1;77,2;;;
3156;2024-02-17 22:35:00;30,1;77,3;;;
3157;2024-02-17 22:36:00;30,1;77,3;;;
3158;2024-02-17 22:37:00;30,1;77,3;;;
3160;2024-02-17 22:39:00;30,1;77,3;;;
3162;2024-02-17 22:41:00;30,1;77,3;;;
3163;2024-02-17 22:42:00;30,1;77,3;;;
3164;2024-02-17 22:43:00;30,1;77,3;;;
3168;2024-02-17 22:47:00;30,1;77,4;;;
3727;2024-02-18 08:06:00;30,1;78;;;
3728;2024-02-18 08:07:00;30,1;78,3;;;
3729;2024-02-18 08:08:00;30,1;78,2;;;
3730;2024-02-18 08:09:00;30,1;78,2;;;
3731;2024-02-18 08:10:00;30,1;78;;;
3732;2024-02-18 08:11:00;30,1;77,8;;;
3733;2024-02-18 08:12:00;30,1;77,9;;;
3734;2024-02-18 08:13:00;30,1;77,8;;;
3735;2024-02-18 08:14:00;30,1;77,8;;;
3736;2024-02-18 08:15:00;30,1;77,8;;;
3737;2024-02-18 08:16:00;30,1;77,8;;;
3738;2024-02-18 08:17:00;30,1;77,7;;;
3739;2024-02-18 08:18:00;30,1;77,7;;;
3740;2024-02-18 08:19:00;30,1;78;;;
3741;2024-02-18 08:20:00;30,1;77,9;;;
3742;2024-02-18 08:21:00;30,1;77,9;;;
3743;2024-02-18 08:22:00;30,1;77,9;;;
3744;2024-02-18 08:23:00;30,1;77,8;;;
4640;2024-02-18 23:19:00;30,1;76,6;;;
4643;2024-02-18 23:22:00;30,1;76,6;;;
4644;2024-02-18 23:23:00;30,1;76,5;;;
4645;2024-02-18 23:24:00;30,1;76,6;;;
4647;2024-02-18 23:26:00;30,1;76,6;;;
4649;2024-02-18 23:28:00;30,1;76,6;;;
4650;2024-02-18 23:29:00;30,1;76,6;;;
4651;2024-02-18 23:30:00;30,1;76,6;;;
4652;2024-02-18 23:31:00;30,1;76,6;;;
4653;2024-02-18 23:32:00;30,1;76,6;;;
4654;2024-02-18 23:33:00;30,1;76,5;;;
4655;2024-02-18 23:34:00;30,1;76,6;;;
4656;2024-02-18 23:35:00;30,1;76,5;;;
4659;2024-02-18 23:38:00;30,1;76,5;;;
4660;2024-02-18 23:39:00;30,1;76,5;;;
4661;2024-02-18 23:40:00;30,1;76,5;;;
4662;2024-02-18 23:41:00;30,1;76,5;;;
4663;2024-02-18 23:42:00;30,1;76,5;;;
4664;2024-02-18 23:43:00;30,1;76,5;;;
4665;2024-02-18 23:44:00;30,1;76,5;;;
4666;2024-02-18 23:45:00;30,1;76,5;;;
4667;2024-02-18 23:46:00;30,1;76,5;;;
4668;2024-02-18 23:47:00;30,1;76,5;;;
4669;2024-02-18 23:48:00;30,1;76,5;;;
4670;2024-02-18 23:49:00;30,1;76,5;;;
4671;2024-02-18 23:50:00;30,1;76,5;;;
4672;2024-02-18 23:51:00;30,1;76,5;;;
4673;2024-02-18 23:52:00;30,1;76,5;;;
4674;2024-02-18 23:53:00;30,1;76,5;;;
4675;2024-02-18 23:54:00;30,1;76,5;;;
4676;2024-02-18 23:55:00;30,1;76,6;;;
4677;2024-02-18 23:56:00;30,1;76,5;;;
4678;2024-02-18 23:57:00;30,1;76,5;;;
4679;2024-02-18 23:58:00;30,1;76,5;;;
4680;2024-02-18 23:59:00;30,1;76,5;;;
4681;2024-02-19 00:00:00;30,1;76,5;;;
4682;2024-02-19 00:01:00;30,1;76,5;;;
4683;2024-02-19 00:02:00;30,1;76,5;;;
4684;2024-02-19 00:03:00;30,1;76,5;;;
4685;2024-02-19 00:04:00;30,1;76,5;;;
4686;2024-02-19 00:05:00;30,1;76,6;;;
4687;2024-02-19 00:06:00;30,1;76,6;;;
4688;2024-02-19 00:07:00;30,1;76,6;;;
4689;2024-02-19 00:08:00;30,1;76,6;;;
4690;2024-02-19 00:09:00;30,1;76,6;;;
4691;2024-02-19 00:10:00;30,1;76,6;;;
4692;2024-02-19 00:11:00;30,1;76,6;;;
4693;2024-02-19 00:12:00;30,1;76,6;;;
4694;2024-02-19 00:13:00;30,1;76,5;;;
4695;2024-02-19 00:14:00;30,1;76,5;;;
4696;2024-02-19 00:15:00;30,1;76,5;;;
4697;2024-02-19 00:16:00;30,1;76,6;;;
4698;2024-02-19 00:17:00;30,1;76,5;;;
4699;2024-02-19 00:18:00;30,1;76,6;;;
4700;2024-02-19 00:19:00;30,1;76,5;;;
4701;2024-02-19 00:20:00;30,1;76,6;;;
4702;2024-02-19 00:21:00;30,1;76,6;;;
4703;2024-02-19 00:22:00;30,1;76,5;;;
4704;2024-02-19 00:23:00;30,1;76,6;;;
4705;2024-02-19 00:24:00;30,1;76,6;;;
4706;2024-02-19 00:25:00;30,1;76,5;;;
4707;2024-02-19 00:26:00;30,1;76,6;;;
4708;2024-02-19 00:27:00;30,1;76,6;;;
4709;2024-02-19 00:28:00;30,1;76,6;;;
4710;2024-02-19 00:29:00;30,1;76,6;;;
4711;2024-02-19 00:30:00;30,1;76,6;;;
4712;2024-02-19 00:31:00;30,1;76,5;;;
4713;2024-02-19 00:32:00;30,1;76,6;;;
4714;2024-02-19 00:33:00;30,1;76,5;;;
4715;2024-02-19 00:34:00;30,1;76,6;;;
4716;2024-02-19 00:35:00;30,1;76,6;;;
4717;2024-02-19 00:36:00;30,1;76,6;;;
4718;2024-02-19 00:37:00;30,1;76,6;;;
4719;2024-02-19 00:38:00;30,1;76,6;;;
4720;2024-02-19 00:39:00;30,1;76,6;;;
4721;2024-02-19 00:40:00;30,1;76,6;;;
4722;2024-02-19 00:41:00;30,1;76,6;;;
4723;2024-02-19 00:42:00;30,1;76,6;;;
4724;2024-02-19 00:43:00;30,1;76,6;;;
4725;2024-02-19 00:44:00;30,1;76,6;;;
4726;2024-02-19 00:45:00;30,1;76,6;;;
4727;2024-02-19 00:46:00;30,1;76,6;;;
4728;2024-02-19 00:47:00;30,1;76,7;;;
4729;2024-02-19 00:48:00;30,1;76,7;;;
4730;2024-02-19 00:49:00;30,1;76,6;;;
4731;2024-02-19 00:50:00;30,1;76,6;;;
4734;2024-02-19 00:53:00;30,1;76,6;;;
4735;2024-02-19 00:54:00;30,1;76,6;;;
4736;2024-02-19 00:55:00;30,1;76,6;;;
4737;2024-02-19 00:56:00;30,1;76,6;;;
4740;2024-02-19 00:59:00;30,1;76,6;;;
4741;2024-02-19 01:00:00;30,1;76,6;;;
4744;2024-02-19 01:03:00;30,1;76,6;;;
4745;2024-02-19 01:04:00;30,1;76,6;;;
4746;2024-02-19 01:05:00;30,1;76,6;;;
4747;2024-02-19 01:06:00;30,1;76,5;;;
4749;2024-02-19 01:08:00;30,1;76,5;;;
5166;2024-02-19 08:05:00;30,1;75,7;;;
5169;2024-02-19 08:08:00;30,1;75,6;;;
5170;2024-02-19 08:09:00;30,1;75,6;;;
5172;2024-02-19 08:11:00;30,1;75,5;;;
5173;2024-02-19 08:12:00;30,1;75,4;;;
5174;2024-02-19 08:13:00;30,1;75,4;;;
5175;2024-02-19 08:14:00;30,1;75,2;;;
5176;2024-02-19 08:15:00;30,1;75,1;;;
5177;2024-02-19 08:16:00;30,1;75;;;
5178;2024-02-19 08:17:00;30,1;74,9;;;
5179;2024-02-19 08:18:00;30,1;74,7;;;
5180;2024-02-19 08:19:00;30,1;74,7;;;
5181;2024-02-19 08:20:00;30,1;74,7;;;
5182;2024-02-19 08:21:00;30,1;74,7;;;
5183;2024-02-19 08:22:00;30,1;74,7;;;
6300;2024-02-20 02:59:00;30,1;74,1;;;
6301;2024-02-20 03:00:00;30,1;74,1;;;
6302;2024-02-20 03:01:00;30,1;74,2;;;
6303;2024-02-20 03:02:00;30,1;74,2;;;
6304;2024-02-20 03:03:00;30,1;74,2;;;
6306;2024-02-20 03:05:00;30,1;74,2;;;
6307;2024-02-20 03:06:00;30,1;74,2;;;
6308;2024-02-20 03:07:00;30,1;74,2;;;
6309;2024-02-20 03:08:00;30,1;74,2;;;
6311;2024-02-20 03:10:00;30,1;74,2;;;
6312;2024-02-20 03:11:00;30,1;74,2;;;
6313;2024-02-20 03:12:00;30,1;74,2;;;
6314;2024-02-20 03:13:00;30,1;74,2;;;
6315;2024-02-20 03:14:00;30,1;74,3;;;
6316;2024-02-20 03:15:00;30,1;74,3;;;
6317;2024-02-20 03:16:00;30,1;74,2;;;
6318;2024-02-20 03:17:00;30,1;74,2;;;
6319;2024-02-20 03:18:00;30,1;74,2;;;
6320;2024-02-20 03:19:00;30,1;74,3;;;
6321;2024-02-20 03:20:00;30,1;74,3;;;
6322;2024-02-20 03:21:00;30,1;74,3;;;
6323;2024-02-20 03:22:00;30,1;74,3;;;
6324;2024-02-20 03:23:00;30,1;74,3;;;
6325;2024-02-20 03:24:00;30,1;74,3;;;
6326;2024-02-20 03:25:00;30,1;74,3;;;
6327;2024-02-20 03:26:00;30,1;74,3;;;
6328;2024-02-20 03:27:00;30,1;74,3;;;
6329;2024-02-20 03:28:00;30,1;74,3;;;
6330;2024-02-20 03:29:00;30,1;74,4;;;
6331;2024-02-20 03:30:00;30,1;74,3;;;
6332;2024-02-20 03:31:00;30,1;74,3;;;
6333;2024-02-20 03:32:00;30,1;74,3;;;
6334;2024-02-20 03:33:00;30,1;74,4;;;
6335;2024-02-20 03:34:00;30,1;74,4;;;
6336;2024-02-20 03:35:00;30,1;74,4;;;
6337;2024-02-20 03:36:00;30,1;74,4;;;
6338;2024-02-20 03:37:00;30,1;74,4;;;
6339;2024-02-20 03:38:00;30,1;74,4;;;
6340;2024-02-20 03:39:00;30,1;74,4;;;
6341;2024-02-20 03:40:00;30,1;74,4;;;
6342;2024-02-20 03:41:00;30,1;74,4;;;
6343;2024-02-20 03:42:00;30,1;74,4;;;
6344;2024-02-20 03:43:00;30,1;74,4;;;
6345;2024-02-20 03:44:00;30,1;74,4;;;
6346;2024-02-20 03:45:00;30,1;74,4;;;
6347;2024-02-20 03:46:00;30,1;74,4;;;
6348;2024-02-20 03:47:00;30,1;74,4;;;
6349;2024-02-20 03:48:00;30,1;74,4;;;
6350;2024-02-20 03:49:00;30,1;74,4;;;
6351;2024-02-20 03:50:00;30,1;74,4;;;
6352;2024-02-20 03:51:00;30,1;74,4;;;
6353;2024-02-20 03:52:00;30,1;74,5;;;
6354;2024-02-20 03:53:00;30,1;74,4;;;
6355;2024-02-20 03:54:00;30,1;74,4;;;
6356;2024-02-20 03:55:00;30,1;74,5;;;
6357;2024-02-20 03:56:00;30,1;74,4;;;
6358;2024-02-20 03:57:00;30,1;74,5;;;
6359;2024-02-20 03:58:00;30,1;74,4;;;
6546;2024-02-20 07:05:00;30,1;74,6;;;
6547;2024-02-20 07:06:00;30,1;74,5;;;
6548;2024-02-20 07:07:00;30,1;74,6;;;
6549;2024-02-20 07:08:00;30,1;74,6;;;
6550;2024-02-20 07:09:00;30,1;74,5;;;
6551;2024-02-20 07:10:00;30,1;74,5;;;
6552;2024-02-20 07:11:00;30,1;74,5;;;
6553;2024-02-20 07:12:00;30,1;74,5;;;
6554;2024-02-20 07:13:00;30,1;74,5;;;
6555;2024-02-20 07:14:00;30,1;74,5;;;
6556;2024-02-20 07:15:00;30,1;74,5;;;
6557;2024-02-20 07:16:00;30,1;74,4;;;
6558;2024-02-20 07:17:00;30,1;74,4;;;
6559;2024-02-20 07:18:00;30,1;74,4;;;
6560;2024-02-20 07:19:00;30,1;74,4;;;
6561;2024-02-20 07:20:00;30,1;74,3;;;
6562;2024-02-20 07:21:00;30,1;74,3;;;
6564;2024-02-20 07:23:00;30,1;74,3;;;
7672;2024-02-21 01:51:00;30,1;72,4;;;
7676;2024-02-21 01:55:00;30,1;72,5;;;
7678;2024-02-21 01:57:00;30,1;72,5;;;
7679;2024-02-21 01:58:00;30,1;72,4;;;
7681;2024-02-21 02:00:00;30,1;72,5;;;
7682;2024-02-21 02:01:00;30,1;72,5;;;
7683;2024-02-21 02:02:00;30,1;72,5;;;
7684;2024-02-21 02:03:00;30,1;72,5;;;
7685;2024-02-21 02:04:00;30,1;72,5;;;
7686;2024-02-21 02:05:00;30,1;72,5;;;
7687;2024-02-21 02:06:00;30,1;72,6;;;
7688;2024-02-21 02:07:00;30,1;72,5;;;
7689;2024-02-21 02:08:00;30,1;72,5;;;
7690;2024-02-21 02:09:00;30,1;72,6;;;
7691;2024-02-21 02:10:00;30,1;72,5;;;
7692;2024-02-21 02:11:00;30,1;72,5;;;
7693;2024-02-21 02:12:00;30,1;72,5;;;
7694;2024-02-21 02:13:00;30,1;72,5;;;
7695;2024-02-21 02:14:00;30,1;72,5;;;
7696;2024-02-21 02:15:00;30,1;72,5;;;
7697;2024-02-21 02:16:00;30,1;72,6;;;
7698;2024-02-21 02:17:00;30,1;72,6;;;
7699;2024-02-21 02:18:00;30,1;72,6;;;
7700;2024-02-21 02:19:00;30,1;72,6;;;
7701;2024-02-21 02:20:00;30,1;72,6;;;
7702;2024-02-21 02:21:00;30,1;72,6;;;
7703;2024-02-21 02:22:00;30,1;72,6;;;
7704;2024-02-21 02:23:00;30,1;72,6;;;
7705;2024-02-21 02:24:00;30,1;72,6;;;
7707;2024-02-21 02:26:00;30,1;72,6;;;
7708;2024-02-21 02:27:00;30,1;72,6;;;
7709;2024-02-21 02:28:00;30,1;72,6;;;
7710;2024-02-21 02:29:00;30,1;72,6;;;
7712;2024-02-21 02:31:00;30,1;72,7;;;
7718;2024-02-21 02:37:00;30,1;72,7;;;
8126;2024-02-21 09:25:00;30,1;75,3;;;
8128;2024-02-21 09:27:00;30,1;75,2;;;
8129;2024-02-21 09:28:00;30,1;75,1;;;
8130;2024-02-21 09:29:00;30,1;75,1;;;
8131;2024-02-21 09:30:00;30,1;74,9;;;
8132;2024-02-21 09:31:00;30,1;74,9;;;
8133;2024-02-21 09:32:00;30,1;74,9;;;
8134;2024-02-21 09:33:00;30,1;74,8;;;
8135;2024-02-21 09:34:00;30,1;74,8;;;
8136;2024-02-21 09:35:00;30,1;74,7;;;
8137;2024-02-21 09:36:00;30,1;74,6;;;
8138;2024-02-21 09:37:00;30,1;74,7;;;
8142;2024-02-21 09:41:00;30,1;74,5;;;
19;2024-02-15 18:18:00;30;70,8;;;
21;2024-02-15 18:20:00;30;71;;;
22;2024-02-15 18:21:00;30;71;;;
23;2024-02-15 18:22:00;30;71;;;
24;2024-02-15 18:23:00;30;71,1;;;
25;2024-02-15 18:24:00;30;71,1;;;
26;2024-02-15 18:25:00;30;71,1;;;
27;2024-02-15 18:26:00;30;71,1;;;
28;2024-02-15 18:27:00;30;71,1;;;
29;2024-02-15 18:28:00;30;71,2;;;
30;2024-02-15 18:29:00;30;71,3;;;
31;2024-02-15 18:30:00;30;71,3;;;
32;2024-02-15 18:31:00;30;71,2;;;
33;2024-02-15 18:32:00;30;71,3;;;
34;2024-02-15 18:33:00;30;71,3;;;
35;2024-02-15 18:34:00;30;71,3;;;
36;2024-02-15 18:35:00;30;71,3;;;
37;2024-02-15 18:36:00;30;71,4;;;
38;2024-02-15 18:37:00;30;71,4;;;
40;2024-02-15 18:39:00;30;71,5;;;
41;2024-02-15 18:40:00;30;71,5;;;
42;2024-02-15 18:41:00;30;71,5;;;
43;2024-02-15 18:42:00;30;71,5;;;
46;2024-02-15 18:45:00;30;71,5;;;
1189;2024-02-16 13:48:00;30;69,6;;;
1190;2024-02-16 13:49:00;30;69,6;;;
1191;2024-02-16 13:50:00;30;69,6;;;
1192;2024-02-16 13:51:00;30;69,6;;;
1193;2024-02-16 13:52:00;30;69,7;;;
1194;2024-02-16 13:53:00;30;69,6;;;
1195;2024-02-16 13:54:00;30;69,7;;;
1196;2024-02-16 13:55:00;30;69,6;;;
1197;2024-02-16 13:56:00;30;69,7;;;
1198;2024-02-16 13:57:00;30;69,7;;;
1199;2024-02-16 13:58:00;30;69,7;;;
1200;2024-02-16 13:59:00;30;69,7;;;
1201;2024-02-16 14:00:00;30;69,7;;;
1202;2024-02-16 14:01:00;30;69,6;;;
1203;2024-02-16 14:02:00;30;69,6;;;
1204;2024-02-16 14:03:00;30;69,7;;;
1205;2024-02-16 14:04:00;30;69,6;;;
1206;2024-02-16 14:05:00;30;69,5;;;
1207;2024-02-16 14:06:00;30;69,5;;;
1208;2024-02-16 14:07:00;30;69,6;;;
1209;2024-02-16 14:08:00;30;69,6;;;
1210;2024-02-16 14:09:00;30;69,5;;;
1211;2024-02-16 14:10:00;30;69,4;;;
1212;2024-02-16 14:11:00;30;69,4;;;
1213;2024-02-16 14:12:00;30;69,4;;;
1214;2024-02-16 14:13:00;30;69,5;;;
1215;2024-02-16 14:14:00;30;69,4;;;
1394;2024-02-16 17:13:00;30;69;;;
1395;2024-02-16 17:14:00;30;69,1;;;
1396;2024-02-16 17:15:00;30;69,1;;;
1397;2024-02-16 17:16:00;30;69,1;;;
1398;2024-02-16 17:17:00;30;69,2;;;
1399;2024-02-16 17:18:00;30;69,2;;;
1400;2024-02-16 17:19:00;30;69,2;;;
1401;2024-02-16 17:20:00;30;69,3;;;
1402;2024-02-16 17:21:00;30;69,3;;;
1403;2024-02-16 17:22:00;30;69,3;;;
1404;2024-02-16 17:23:00;30;69,3;;;
1405;2024-02-16 17:24:00;30;69,4;;;
1406;2024-02-16 17:25:00;30;69,3;;;
1407;2024-02-16 17:26:00;30;69,3;;;
1408;2024-02-16 17:27:00;30;69,4;;;
1409;2024-02-16 17:28:00;30;69,4;;;
1410;2024-02-16 17:29:00;30;69,4;;;
1411;2024-02-16 17:30:00;30;69,4;;;
1412;2024-02-16 17:31:00;30;69,5;;;
1413;2024-02-16 17:32:00;30;69,4;;;
1414;2024-02-16 17:33:00;30;69,5;;;
1415;2024-02-16 17:34:00;30;69,5;;;
1416;2024-02-16 17:35:00;30;69,5;;;
1417;2024-02-16 17:36:00;30;69,6;;;
1418;2024-02-16 17:37:00;30;69,5;;;
1419;2024-02-16 17:38:00;30;69,5;;;
1420;2024-02-16 17:39:00;30;69,6;;;
1421;2024-02-16 17:40:00;30;69,6;;;
1423;2024-02-16 17:42:00;30;69,7;;;
2407;2024-02-17 10:06:00;30;76,1;;;
2408;2024-02-17 10:07:00;30;76,2;;;
2409;2024-02-17 10:08:00;30;76,2;;;
2410;2024-02-17 10:09:00;30;76,2;;;
2411;2024-02-17 10:10:00;30;76;;;
2412;2024-02-17 10:11:00;30;76,1;;;
2413;2024-02-17 10:12:00;30;76;;;
2414;2024-02-17 10:13:00;30;76;;;
2415;2024-02-17 10:14:00;30;76,2;;;
2416;2024-02-17 10:15:00;30;76,1;;;
2417;2024-02-17 10:16:00;30;76;;;
2418;2024-02-17 10:17:00;30;76,2;;;
2419;2024-02-17 10:18:00;30;76,2;;;
2420;2024-02-17 10:19:00;30;76,4;;;
2421;2024-02-17 10:20:00;30;76,4;;;
2422;2024-02-17 10:21:00;30;76,6;;;
3155;2024-02-17 22:34:00;30;77,3;;;
3159;2024-02-17 22:38:00;30;77,3;;;
3161;2024-02-17 22:40:00;30;77,3;;;
3165;2024-02-17 22:44:00;30;77,4;;;
3166;2024-02-17 22:45:00;30;77,4;;;
3167;2024-02-17 22:46:00;30;77,4;;;
3169;2024-02-17 22:48:00;30;77,4;;;
3170;2024-02-17 22:49:00;30;77,4;;;
3171;2024-02-17 22:50:00;30;77,4;;;
3172;2024-02-17 22:51:00;30;77,4;;;
3173;2024-02-17 22:52:00;30;77,4;;;
3174;2024-02-17 22:53:00;30;77,4;;;
3175;2024-02-17 22:54:00;30;77,4;;;
3176;2024-02-17 22:55:00;30;77,4;;;
3177;2024-02-17 22:56:00;30;77,4;;;
3178;2024-02-17 22:57:00;30;77,4;;;
3179;2024-02-17 22:58:00;30;77,4;;;
3180;2024-02-17 22:59:00;30;77,5;;;
3181;2024-02-17 23:00:00;30;77,4;;;
3182;2024-02-17 23:01:00;30;77,4;;;
3183;2024-02-17 23:02:00;30;77,4;;;
3184;2024-02-17 23:03:00;30;77,5;;;
3185;2024-02-17 23:04:00;30;77,4;;;
3186;2024-02-17 23:05:00;30;77,4;;;
3187;2024-02-17 23:06:00;30;77,4;;;
3188;2024-02-17 23:07:00;30;77,4;;;
3189;2024-02-17 23:08:00;30;77,4;;;
3190;2024-02-17 23:09:00;30;77,4;;;
3191;2024-02-17 23:10:00;30;77,4;;;
3192;2024-02-17 23:11:00;30;77,4;;;
3193;2024-02-17 23:12:00;30;77,4;;;
3194;2024-02-17 23:13:00;30;77,4;;;
3195;2024-02-17 23:14:00;30;77,4;;;
3196;2024-02-17 23:15:00;30;77,3;;;
3197;2024-02-17 23:16:00;30;77,4;;;
3198;2024-02-17 23:17:00;30;77,4;;;
3199;2024-02-17 23:18:00;30;77,4;;;
3200;2024-02-17 23:19:00;30;77,4;;;
3201;2024-02-17 23:20:00;30;77,4;;;
3202;2024-02-17 23:21:00;30;77,4;;;
3203;2024-02-17 23:22:00;30;77,4;;;
3204;2024-02-17 23:23:00;30;77,4;;;
3205;2024-02-17 23:24:00;30;77,4;;;
3206;2024-02-17 23:25:00;30;77,4;;;
3207;2024-02-17 23:26:00;30;77,4;;;
3208;2024-02-17 23:27:00;30;77,4;;;
3209;2024-02-17 23:28:00;30;77,4;;;
3210;2024-02-17 23:29:00;30;77,4;;;
3211;2024-02-17 23:30:00;30;77,4;;;
3212;2024-02-17 23:31:00;30;77,4;;;
3213;2024-02-17 23:32:00;30;77,4;;;
3214;2024-02-17 23:33:00;30;77,4;;;
3215;2024-02-17 23:34:00;30;77,4;;;
3216;2024-02-17 23:35:00;30;77,4;;;
3217;2024-02-17 23:36:00;30;77,4;;;
3218;2024-02-17 23:37:00;30;77,3;;;
3219;2024-02-17 23:38:00;30;77,4;;;
3220;2024-02-17 23:39:00;30;77,3;;;
3221;2024-02-17 23:40:00;30;77,3;;;
3222;2024-02-17 23:41:00;30;77,3;;;
3223;2024-02-17 23:42:00;30;77,3;;;
3224;2024-02-17 23:43:00;30;77,3;;;
3225;2024-02-17 23:44:00;30;77,3;;;
3226;2024-02-17 23:45:00;30;77,4;;;
3227;2024-02-17 23:46:00;30;77,4;;;
3228;2024-02-17 23:47:00;30;77,4;;;
3229;2024-02-17 23:48:00;30;77,4;;;
3230;2024-02-17 23:49:00;30;77,4;;;
3231;2024-02-17 23:50:00;30;77,4;;;
3232;2024-02-17 23:51:00;30;77,3;;;
3233;2024-02-17 23:52:00;30;77,4;;;
3234;2024-02-17 23:53:00;30;77,3;;;
3235;2024-02-17 23:54:00;30;77,3;;;
3236;2024-02-17 23:55:00;30;77,3;;;
3237;2024-02-17 23:56:00;30;77,4;;;
3238;2024-02-17 23:57:00;30;77,3;;;
3239;2024-02-17 23:58:00;30;77,4;;;
3240;2024-02-17 23:59:00;30;77,3;;;
3241;2024-02-18 00:00:00;30;77,4;;;
3242;2024-02-18 00:01:00;30;77,4;;;
3243;2024-02-18 00:02:00;30;77,4;;;
3244;2024-02-18 00:03:00;30;77,4;;;
3245;2024-02-18 00:04:00;30;77,4;;;
3246;2024-02-18 00:05:00;30;77,4;;;
3249;2024-02-18 00:08:00;30;77,4;;;
3250;2024-02-18 00:09:00;30;77,4;;;
3253;2024-02-18 00:12:00;30;77,4;;;
3254;2024-02-18 00:13:00;30;77,3;;;
3257;2024-02-18 00:16:00;30;77,4;;;
3262;2024-02-18 00:21:00;30;77,4;;;
3264;2024-02-18 00:23:00;30;77,5;;;
3266;2024-02-18 00:25:00;30;77,5;;;
3269;2024-02-18 00:28:00;30;77,4;;;
3693;2024-02-18 07:32:00;30;78,1;;;
3696;2024-02-18 07:35:00;30;78,1;;;
3697;2024-02-18 07:36:00;30;78,1;;;
3698;2024-02-18 07:37:00;30;78,1;;;
3699;2024-02-18 07:38:00;30;78,1;;;
3701;2024-02-18 07:40:00;30;77,9;;;
3702;2024-02-18 07:41:00;30;78;;;
3703;2024-02-18 07:42:00;30;78;;;
3704;2024-02-18 07:43:00;30;78;;;
3705;2024-02-18 07:44:00;30;77,9;;;
3706;2024-02-18 07:45:00;30;77,9;;;
3707;2024-02-18 07:46:00;30;77,9;;;
3708;2024-02-18 07:47:00;30;78;;;
3709;2024-02-18 07:48:00;30;78,2;;;
3710;2024-02-18 07:49:00;30;78;;;
3711;2024-02-18 07:50:00;30;78;;;
3712;2024-02-18 07:51:00;30;77,9;;;
3713;2024-02-18 07:52:00;30;77,8;;;
3714;2024-02-18 07:53:00;30;78;;;
3715;2024-02-18 07:54:00;30;78;;;
3716;2024-02-18 07:55:00;30;78;;;
3717;2024-02-18 07:56:00;30;78,2;;;
3718;2024-02-18 07:57:00;30;78,1;;;
3719;2024-02-18 07:58:00;30;78,2;;;
3720;2024-02-18 07:59:00;30;78,2;;;
3721;2024-02-18 08:00:00;30;78,1;;;
3722;2024-02-18 08:01:00;30;78;;;
3723;2024-02-18 08:02:00;30;78;;;
3724;2024-02-18 08:03:00;30;78,1;;;
3725;2024-02-18 08:04:00;30;78,3;;;
3726;2024-02-18 08:05:00;30;78,1;;;
4732;2024-02-19 00:51:00;30;76,7;;;
4733;2024-02-19 00:52:00;30;76,6;;;
4738;2024-02-19 00:57:00;30;76,6;;;
4739;2024-02-19 00:58:00;30;76,6;;;
4742;2024-02-19 01:01:00;30;76,6;;;
